dataset,i,j,dv
bfd_p-d65,1464,1451,1.6864
bfd_p-d65,1464,1469,1.232
bfd_p-d65,1464,1478,1.2608
bfd_p-d65,1464,1460,1.7504
bfd_p-d65,1508,1519,1.13423
bfd_p-d65,1508,1488,1.20268
bfd_p-d65,1508,1514,1.10872
bfd_p-d65,1508,1511,0.94094
bfd_p-d65,1508,1495,1.37181
bfd_p-d65,1508,1517,1.0094
bfd_p-d65,1508,1499,1.16779
bfd_p-d65,1508,1537,1.32752
bfd_p-d65,1508,1500,1.49664
bfd_p-d65,1508,1507,1.12215
bfd_p-d65,1508,1491,0.918121
bfd_p-d65,1508,1506,1.2255
bfd_p-d65,1508,1503,1.13826
bfd_p-d65,1508,1513,1.16779
bfd_p-d65,1508,1529,1.21342
bfd_p-d65,1633,1625,1.46875
bfd_p-d65,1633,1673,1.47743
bfd_p-d65,1633,1616,1.41667
bfd_p-d65,1633,1676,1.95312
bfd_p-d65,1633,1629,1.95312
bfd_p-d65,1633,1647,1.86458
bfd_p-d65,1633,1628,1.32118
bfd_p-d65,1633,1619,1.57812
bfd_p-d65,1633,1646,1.48264
bfd_p-d65,1633,1617,1.65972
bfd_p-d65,1633,1649,1.15278
bfd_p-d65,1633,1662,1.65972
bfd_p-d65,1633,1666,1.85069
bfd_p-d65,1633,1623,1.86458
bfd_p-d65,1774,1728,1.66282
bfd_p-d65,1774,1793,1.56351
bfd_p-d65,1774,1790,1.49654
bfd_p-d65,1774,1733,1.8291
bfd_p-d65,1774,1769,1.79677
bfd_p-d65,1774,1716,2.39492
bfd_p-d65,1774,1704,1.21478
bfd_p-d65,1774,1812,1.72979
bfd_p-d65,1774,1822,1.26328
bfd_p-d65,1774,1798,1.29792
bfd_p-d65,1774,1725,1.33025
bfd_p-d65,1774,1780,1.67898
bfd_p-d65,1724,1738,1.52344
bfd_p-d65,1724,1729,1.33398
bfd_p-d65,1724,1691,1.48633
bfd_p-d65,1724,1730,1.55469
bfd_p-d65,1724,1699,1.76758
bfd_p-d65,1724,1720,1.26367
bfd_p-d65,1724,1742,1.54687
bfd_p-d65,1724,1688,1.32617
bfd_p-d65,1724,1703,1.53125
bfd_p-d65,1724,1737,1.40234
bfd_p-d65,1724,1696,1.41602
bfd_p-d65,1724,1705,1.32617
bfd_p-d65,1724,1712,1.40234
bfd_p-d65,1857,1858,1.34953
bfd_p-d65,1857,1851,1.37652
bfd_p-d65,1857,1841,1.09987
bfd_p-d65,1857,1840,1.67341
bfd_p-d65,1857,1879,1.5857
bfd_p-d65,1857,1888,1.64642
bfd_p-d65,1857,1838,1.22132
bfd_p-d65,1857,1860,1.61943
bfd_p-d65,1857,1862,1.52497
bfd_p-d65,1857,1839,1.39001
bfd_p-d65,1811,1826,1.72684
bfd_p-d65,1811,1819,1.58845
bfd_p-d65,1811,1825,1.83875
bfd_p-d65,1811,1816,1.45969
bfd_p-d65,1811,1807,1.65824
bfd_p-d65,1811,1827,1.48496
bfd_p-d65,1811,1835,1.98556
bfd_p-d65,1811,1823,1.19134
bfd_p-d65,1811,1801,1.31288
bfd_p-d65,2046,2036,1.16359
bfd_p-d65,2046,2065,1.17466
bfd_p-d65,2046,2084,1.123
bfd_p-d65,2046,2037,1.33825
bfd_p-d65,2046,2072,0.779828
bfd_p-d65,2046,2094,1.10578
bfd_p-d65,2046,2078,1.19803
bfd_p-d65,2046,2040,0.96556
bfd_p-d65,2046,2041,0.873309
bfd_p-d65,2046,2058,1.123
bfd_p-d65,2046,2077,1.17466
bfd_p-d65,2046,2079,1.31488
bfd_p-d65,2101,2103,1.60846
bfd_p-d65,2101,2085,1.38419
bfd_p-d65,2101,2088,1.52757
bfd_p-d65,2101,2076,1.67279
bfd_p-d65,2101,2063,1.38419
bfd_p-d65,2101,2109,1.33456
bfd_p-d65,2101,2100,1.64154
bfd_p-d65,2101,2086,1.59191
bfd_p-d65,2101,2117,1.28676
bfd_p-d65,2101,2095,1.625
bfd_p-d65,2101,2053,1.9136
bfd_p-d65,1871,1882,1.43808
bfd_p-d65,1871,1866,1.03595
bfd_p-d65,1871,1847,1.48069
bfd_p-d65,1871,1883,1.23702
bfd_p-d65,1871,1863,1.40879
bfd_p-d65,1871,1859,1.48069
bfd_p-d65,1871,1864,1.23702
bfd_p-d65,1871,1889,1.26498
bfd_p-d65,1871,1897,1.52463
bfd_p-d65,1871,1869,1.5526
bfd_p-d65,1871,1878,1.15047
bfd_p-d65,1871,1884,1.48069
bfd_p-d65,1955,1951,1.55556
bfd_p-d65,1955,1917,1.3381
bfd_p-d65,1955,1990,1.50952
bfd_p-d65,1955,1936,1.75714
bfd_p-d65,1955,1916,1.41587
bfd_p-d65,1955,1930,1.29048
bfd_p-d65,1955,1949,1.71111
bfd_p-d65,1955,2006,1.49365
bfd_p-d65,1955,2008,1.13492
bfd_p-d65,1955,1961,1.53968
bfd_p-d65,1955,1932,1.53968
bfd_p-d65,1955,2002,1.43175
bfd_p-d65,1639,1656,0.915179
bfd_p-d65,1639,1630,0.988839
bfd_p-d65,1639,1637,1.0346
bfd_p-d65,1639,1670,0.823661
bfd_p-d65,1639,1684,1.05246
bfd_p-d65,1639,1636,0.86942
bfd_p-d65,1639,1674,1.07031
bfd_p-d65,1639,1671,1.08036
bfd_p-d65,1639,1669,0.777902
bfd_p-d65,1639,1615,1.07031
bfd_p-d65,2132,2135,1.51943
bfd_p-d65,2132,2090,1.58775
bfd_p-d65,2132,2148,1.61013
bfd_p-d65,2132,2124,1.36749
bfd_p-d65,2132,2139,1.23086
bfd_p-d65,2132,2164,1.69376
bfd_p-d65,2132,2106,1.48881
bfd_p-d65,2132,2156,2.08127
bfd_p-d65,2132,2149,1.10954
bfd_p-d65,2132,2114,1.74794
bfd_p-d65,117,144,1.25506
bfd_p-d65,117,118,1.25506
bfd_p-d65,117,142,1.14372
bfd_p-d65,117,103,1.94332
bfd_p-d65,117,137,1.59919
bfd_p-d65,117,110,1.23482
bfd_p-d65,117,119,1.29555
bfd_p-d65,117,124,1.40688
bfd_p-d65,117,153,1.54858
bfd_p-d65,117,108,1.10324
bfd_p-d65,117,109,1.73077
bfd_p-d65,117,152,1.7004
bfd_p-d65,117,111,0.97166
bfd_p-d65,117,133,1.32591
bfd_p-d65,266,229,1.59917
bfd_p-d65,266,267,1.54759
bfd_p-d65,266,253,1.19938
bfd_p-d65,266,268,1.19938
bfd_p-d65,266,274,1.27676
bfd_p-d65,266,271,1.27676
bfd_p-d65,266,248,1.56048
bfd_p-d65,266,273,1.45731
bfd_p-d65,266,278,1.35414
bfd_p-d65,266,231,1.98607
bfd_p-d65,266,275,1.83131
bfd_p-d65,266,254,1.48311
bfd_p-d65,266,265,1.62497
bfd_p-d65,266,243,2.01186
bfd_p-d65,266,239,2.03766
bfd_p-d65,196,188,1.41911
bfd_p-d65,196,167,0.955535
bfd_p-d65,196,166,1.61779
bfd_p-d65,196,208,1.44749
bfd_p-d65,196,194,1.36235
bfd_p-d65,196,197,1.15421
bfd_p-d65,196,158,1.02176
bfd_p-d65,196,168,2.03406
bfd_p-d65,196,202,1.8543
bfd_p-d65,196,138,1.61779
bfd_p-d65,196,207,0.936613
bfd_p-d65,162,146,1.7246
bfd_p-d65,162,160,1.06952
bfd_p-d65,162,184,1.1631
bfd_p-d65,162,149,1.1631
bfd_p-d65,162,171,0.909091
bfd_p-d65,162,170,1.32353
bfd_p-d65,162,172,1.28342
bfd_p-d65,162,165,1.25668
bfd_p-d65,162,178,1.79144
bfd_p-d65,162,173,1.57754
bfd_p-d65,162,159,0.935829
bfd_p-d65,162,179,1.9385
bfd_p-d65,777,819,1.36364
bfd_p-d65,777,875,1.87799
bfd_p-d65,777,842,1.97368
bfd_p-d65,777,730,2.21292
bfd_p-d65,777,786,1.36364
bfd_p-d65,777,1037,2.78708
bfd_p-d65,777,820,1.36364
bfd_p-d65,777,860,1.91388
bfd_p-d65,777,868,2.14115
bfd_p-d65,777,749,2.32057
bfd_p-d65,777,970,1.75837
bfd_p-d65,777,969,1.36364
bfd_p-d65,67,71,1.03989
bfd_p-d65,67,28,1.39601
bfd_p-d65,67,38,1.46724
bfd_p-d65,67,65,1.55271
bfd_p-d65,67,69,1.4245
bfd_p-d65,67,68,1.65242
bfd_p-d65,67,42,1.65242
bfd_p-d65,67,82,1.08262
bfd_p-d65,67,48,1.46724
bfd_p-d65,67,60,1.36752
bfd_p-d65,99,81,1.28806
bfd_p-d65,99,102,0.913349
bfd_p-d65,99,96,0.971897
bfd_p-d65,99,107,0.995316
bfd_p-d65,99,92,0.936768
bfd_p-d65,99,87,1.17096
bfd_p-d65,99,100,0.913349
bfd_p-d65,99,101,0.960187
bfd_p-d65,99,95,0.936768
bfd_p-d65,99,88,1.15925
bfd_p-d65,99,106,1.14754
bfd_p-d65,129,126,1.19122
bfd_p-d65,129,136,0.867294
bfd_p-d65,129,130,1.04493
bfd_p-d65,129,132,1.06583
bfd_p-d65,129,145,1.14943
bfd_p-d65,129,139,1.08673
bfd_p-d65,129,134,1.14943
bfd_p-d65,129,135,1.08673
bfd_p-d65,129,131,1.02403
bfd_p-d65,129,141,1.17032
bfd_p-d65,129,127,1.20167
bfd_p-d65,129,113,1.38976
bfd_p-d65,14,17,1.54676
bfd_p-d65,14,15,1.7446
bfd_p-d65,14,16,1.65468
bfd_p-d65,14,8,1.7446
bfd_p-d65,14,11,1.7446
bfd_p-d65,14,13,1.7446
bfd_p-d65,14,12,1.83453
bfd_p-d65,14,9,1.83453
bfd_p-d65,14,10,1.70863
bfd_p-d65,14,18,1.67266
bfd_p-d65,2337,2343,1.24464
bfd_p-d65,2337,2349,0.844063
bfd_p-d65,2337,2345,1.03004
bfd_p-d65,2337,2336,1.28755
bfd_p-d65,2337,2351,1.1731
bfd_p-d65,2337,2335,0.901288
bfd_p-d65,2337,2338,1.43062
bfd_p-d65,2337,2340,1.3877
bfd_p-d65,2337,2352,1.03004
bfd_p-d65,2337,2342,1.1731
bfd_p-d65,2337,2353,1.28755
bfd_p-d65,2303,2300,1.59734
bfd_p-d65,2303,2304,1.4975
bfd_p-d65,2303,2306,1.46423
bfd_p-d65,2303,2308,1.76373
bfd_p-d65,2303,2309,1.2812
bfd_p-d65,2303,2312,1.54742
bfd_p-d65,2303,2313,1.78037
bfd_p-d65,2303,2307,1.33111
bfd_p-d65,2303,2301,1.51414
bfd_p-d65,2303,2311,1.76373
bfd_p-d65,2303,2310,1.08153
bfd_p-d65,2303,2302,1.24792
bfd_p-d65,2303,2305,1.51414
bfd_p-d65,230,255,1.41557
bfd_p-d65,230,235,0.687563
bfd_p-d65,230,251,1.00101
bfd_p-d65,230,224,0.515672
bfd_p-d65,230,241,2.00202
bfd_p-d65,230,232,1.15268
bfd_p-d65,230,226,1.7998
bfd_p-d65,230,225,1.4459
bfd_p-d65,230,234,0.788675
bfd_p-d65,230,218,0.768453
bfd_p-d65,230,217,1.64813
bfd_p-d65,230,223,0.758342
bfd_p-d65,44,61,0.866388
bfd_p-d65,44,62,0.636743
bfd_p-d65,44,70,1.3048
bfd_p-d65,44,66,1.62839
bfd_p-d65,44,72,2.15031
bfd_p-d65,44,59,1.51357
bfd_p-d65,44,64,1.77453
bfd_p-d65,44,53,2.32777
bfd_p-d65,44,55,2.07724
bfd_p-d65,44,46,2.27557
bfd_p-d65,44,29,0.897704
bfd_p-d65,44,40,0.981211
bfd_p-d65,44,34,0.91858
bfd_p-d65,644,654,0.321012
bfd_p-d65,644,656,0.554475
bfd_p-d65,644,651,0.301556
bfd_p-d65,644,649,0.379377
bfd_p-d65,644,653,0.856031
bfd_p-d65,644,655,0.57393
bfd_p-d65,644,632,0.836576
bfd_p-d65,644,643,0.768482
bfd_p-d65,644,631,0.768482
bfd_p-d65,644,634,0.515564
bfd_p-d65,644,620,0.418288
bfd_p-d65,644,621,0.856031
bfd_p-d65,644,630,0.700389
bfd_p-d65,644,598,1.01167
bfd_p-d65,644,605,0.700389
bfd_p-d65,644,623,0.554475
bfd_p-d65,644,637,0.262646
bfd_p-d65,644,639,0.457198
bfd_p-d65,2477,2474,1.0687
bfd_p-d65,2477,2484,1.24973
bfd_p-d65,2477,2475,0.888768
bfd_p-d65,2477,2483,1.43075
bfd_p-d65,2477,2481,1.35551
bfd_p-d65,2477,2480,1.17557
bfd_p-d65,2477,2478,1.12977
bfd_p-d65,2477,2488,2.07852
bfd_p-d65,2477,2493,1.64122
bfd_p-d65,2477,2479,0.782988
bfd_p-d65,2477,2482,1.7928
bfd_p-d65,2477,2487,1.506
bfd_p-d65,2477,2491,1.20502
bfd_p-d65,2477,2485,0.964013
bfd_p-d65,2477,2492,1.43075
bfd_p-d65,2477,2499,0.782988
bfd_p-d65,2477,2459,0.994547
bfd_p-d65,2477,2497,1.24973
bfd_p-d65,2477,2460,1.86805
bfd_p-d65,2477,2498,0.572519
bfd_p-d65,2477,2496,1.29553
bfd_p-d65,2477,2468,0.557252
bfd_p-d65,2477,2472,0.661941
bfd_p-d65,2477,2467,1.65649
bfd_p-d65,2477,2495,1.80698
bfd_p-d65,578,559,1.73316
bfd_p-d65,578,591,3.17201
bfd_p-d65,578,579,2.51799
bfd_p-d65,578,614,2.3414
bfd_p-d65,578,587,2.91694
bfd_p-d65,578,613,1.58273
bfd_p-d65,578,612,1.51079
bfd_p-d65,578,608,1.8378
bfd_p-d65,578,584,2.13865
bfd_p-d65,578,670,1.63506
bfd_p-d65,578,681,2.81884
bfd_p-d65,578,648,2.91694
bfd_p-d65,578,448,3.64944
bfd_p-d65,578,503,2.9431
bfd_p-d65,578,501,2.31524
bfd_p-d65,578,599,1.75932
bfd_p-d65,578,507,3.42054
bfd_p-d65,578,663,2.26292
bfd_p-d65,578,519,2.13865
bfd_p-d65,524,532,0.816495
bfd_p-d65,524,531,1.94124
bfd_p-d65,524,508,1.37835
bfd_p-d65,524,537,1.42062
bfd_p-d65,524,530,1.53814
bfd_p-d65,524,547,2.19588
bfd_p-d65,524,543,1.49485
bfd_p-d65,524,536,1.83505
bfd_p-d65,524,533,1.78144
bfd_p-d65,524,520,2.49278
bfd_p-d65,524,517,1.90928
bfd_p-d65,524,542,2.2268
bfd_p-d65,524,544,1.07113
bfd_p-d65,524,558,1.56907
bfd_p-d65,524,527,0.869072
bfd_p-d65,524,564,0.614433
bfd_p-d65,524,577,0.774227
bfd_p-d65,524,638,1.32577
bfd_p-d65,524,460,1.87732
bfd_p-d65,524,565,2.25876
bfd_p-d65,524,572,0.996907
bfd_p-d65,524,610,2.71546
bfd_p-d65,524,421,2.2268
bfd_p-d65,524,609,1.25155
bfd_p-d65,1995,1970,1.38117
bfd_p-d65,1995,2026,1.60245
bfd_p-d65,1995,2016,1.542
bfd_p-d65,1995,2007,1.33823
bfd_p-d65,1995,1989,1.49284
bfd_p-d65,1995,1913,1.84143
bfd_p-d65,1995,1931,1.80603
bfd_p-d65,1995,1919,1.83842
bfd_p-d65,1995,1934,1.88211
bfd_p-d65,1995,1946,1.95217
bfd_p-d65,1995,1942,1.4838
bfd_p-d65,1995,1921,1.84746
bfd_p-d65,1995,1983,1.12411
bfd_p-d65,1995,1994,1.2968
bfd_p-d65,1995,2028,1.86969
bfd_p-d65,1995,2021,1.76062
bfd_p-d65,1995,1928,2.10525
bfd_p-d65,1995,1914,2.03652
bfd_p-d65,1995,1933,3.24916
bfd_p-d65,1995,1977,1.06969
bfd_p-d65,1995,1950,1.78091
bfd_p-d65,1995,2004,1.32363
bfd_p-d65,1995,1981,1.67924
bfd_p-d65,1995,1937,2.63484
bfd_p-d65,1995,1909,2.9494
bfd_p-d65,1995,1940,1.73938
bfd_p-d65,1995,2003,0.109547
bfd_p-d65,1855,1876,0.431398
bfd_p-d65,1855,1887,0.522515
bfd_p-d65,1855,1895,0.577836
bfd_p-d65,1855,1894,0.754529
bfd_p-d65,1855,1896,0.79912
bfd_p-d65,1855,1899,0.99015
bfd_p-d65,1855,1890,0.787951
bfd_p-d65,1855,1898,1.06579
bfd_p-d65,1855,1872,0.703958
bfd_p-d65,1855,1870,0.660422
bfd_p-d65,1855,1865,0.71504
bfd_p-d65,1855,1845,0.498417
bfd_p-d65,1855,1905,1.09587
bfd_p-d65,669,677,0.684433
bfd_p-d65,669,668,0.623786
bfd_p-d65,669,678,0.537111
bfd_p-d65,669,665,0.654296
bfd_p-d65,669,675,0.992279
bfd_p-d65,669,680,0.854047
bfd_p-d65,669,674,0.669988
bfd_p-d65,669,696,0.908344
bfd_p-d65,669,667,0.577086
bfd_p-d65,669,568,1.21445
bfd_p-d65,669,563,1.26202
bfd_p-d65,669,567,1.24857
bfd_p-d65,669,664,0.792902
bfd_p-d65,669,660,0.760274
bfd_p-d65,669,666,0.452428
bfd_p-d65,669,712,1.31258
bfd_p-d65,669,711,1.11519
bfd_p-d65,669,713,1.19614
bfd_p-d65,669,689,0.761395
bfd_p-d65,1881,1600,3.38
bfd_p-d65,1881,2174,5.57
bfd_p-d65,77,143,4.47
bfd_p-d65,91,125,3.03
bfd_p-d65,838,1184,3.49
bfd_p-d65,838,1074,3.04
bfd_p-d65,838,980,3.09
bfd_p-d65,1075,758,3.75
bfd_p-d65,781,757,3.9
bfd_p-d65,781,671,3.97
bfd_p-d65,673,987,4.38
bfd_p-d65,759,988,3.94
bfd_p-d65,781,1222,4.73
bfd_p-d65,1139,1441,3.52
bfd_p-d65,1902,2143,2.91
bfd_p-d65,1902,2199,4.3
bfd_p-d65,1902,2143,3.02
bfd_p-d65,1902,2199,4.14
bfd_p-d65,1968,1755,3.8
bfd_p-d65,1960,2176,3.51
bfd_p-d65,261,302,3.62
bfd_p-d65,280,216,2.97
bfd_p-d65,215,284,2.95
bfd_p-d65,292,209,5.48
bfd_p-d65,215,244,5.53
bfd_p-d65,215,156,5.45
bfd_p-d65,215,120,5.32
bfd_p-d65,215,199,5.34
bfd_p-d65,285,256,4.77
bfd_p-d65,285,157,6.56
bfd_p-d65,214,309,8.05
bfd_p-d65,1067,1220,5.37
bfd_p-d65,1067,1081,4.92
bfd_p-d65,1067,835,3.97
bfd_p-d65,1067,725,3.64
bfd_p-d65,1080,724,5.52
bfd_p-d65,1219,836,5.02
bfd_p-d65,1106,811,3.37
bfd_p-d65,2277,2123,3.71
bfd_p-d65,2251,2315,2.76
bfd_p-d65,1675,1964,3.11
bfd_p-d65,1622,1929,3.02
bfd_p-d65,2005,1762,4.19
bfd_p-d65,2005,1584,5.29
bfd_p-d65,2005,1679,4.1
bfd_p-d65,2005,1829,4.14
bfd_p-d65,1830,2089,2.64
bfd_p-d65,1680,1813,2.88
bfd_p-d65,1852,1723,4.41
bfd_p-d65,1453,1624,3.47
bfd_p-d65,1414,1152,2.95
bfd_p-d65,1848,1594,3.93
bfd_p-d65,1886,2162,3.5
bfd_p-d65,1912,2184,3.91
bfd_p-d65,1918,1631,3.27
bfd_p-d65,185,236,2.98
bfd_p-d65,195,264,3.13
bfd_p-d65,829,635,3.95
bfd_p-d65,810,616,3.9
bfd_p-d65,228,201,3.2
bfd_p-d65,228,307,4.88
bfd_p-d65,35,98,3.28
bfd_p-d65,79,114,3.64
bfd_p-d65,2490,2363,3.45
bfd_p-d65,2476,2445,3.25
bfd_p-d65,570,465,3.24
bfd_p-d65,513,726,5.33
bfd_p-d65,2490,2363,3.64
bfd_p-d65,2476,2445,2.61
bfd_p-d65,2011,1710,3.82
bfd_p-d65,1947,2192,3.45
bfd_p-d65,2011,1710,3.28
bfd_p-d65,1947,2192,3.2
bfd_p-d65,541,739,4.07
bfd_p-d65,555,326,5.79
bfd_p-d65,498,658,4.01
bfd_p-d65,499,633,3.94
bfd_p-d65,36,123,4.17
bfd_p-d65,36,19,4.28
bfd_p-d65,2486,2458,1.428
bfd_p-d65,2333,2322,1.498
bfd_p-d65,2314,2298,1.288
bfd_p-d65,2208,2153,1.498
bfd_p-d65,1856,1775,1.4
bfd_p-d65,1123,1073,1.26
bfd_p-d65,691,627,1.414
bfd_p-d65,493,469,1.484
bfd_p-d65,112,105,1.442
bfd_p-d65,21,20,1.736
bfd_p-d65,7,6,1.47
bfd_p-d65,5,4,1.344
bfd_p-d65,2,1,1.386
bfd_p-d65,3,0,1.246
bfd_p-d65,1971,1861,1.624
bfd_p-d65,1681,1601,1.232
bfd_p-d65,775,738,1.288
bfd_p-d65,685,640,1.372
bfd_p-d65,442,404,1.036
bfd_p-d65,97,80,1.372
bfd_p-d65,2355,2329,1.316
bfd_p-d65,2317,2293,1.386
bfd_p-d65,2175,2130,1.232
bfd_p-d65,1532,1479,1.484
bfd_p-d65,1084,931,1.512
bfd_p-d65,585,538,1.26
bfd_p-d65,417,331,1.176
bfd_p-d65,2316,2299,0.98
bfd_p-d65,2110,1980,1.414
bfd_p-d65,1641,1595,1.162
bfd_p-d65,1487,1440,1.176
bfd_p-d65,702,657,1.302
bfd_p-d65,518,496,1.176
bfd_p-d65,286,260,1.554
bfd_p-d65,2296,2265,1.274
bfd_p-d65,2294,2231,1.652
bfd_p-d65,2286,2230,1.372
bfd_p-d65,2187,2104,1.624
bfd_p-d65,1438,1377,1.19
bfd_p-d65,1201,1101,0.98
bfd_p-d65,788,728,1.33
bfd_p-d65,198,169,1.47
bfd_p-d65,198,163,1.568
bfd_p-d65,1557,1556,1.39
bfd_p-d65,1555,1548,1.74
bfd_p-d65,1540,1578,2.36
bfd_p-d65,1579,1545,2.59
bfd_p-d65,1544,1571,0.48
bfd_p-d65,1719,1740,2.18
bfd_p-d65,1741,1736,2.69
bfd_p-d65,1741,1776,3.06
bfd_p-d65,1731,1821,1.94
bfd_p-d65,1731,1785,1.44
bfd_p-d65,1731,1683,0.89
bfd_p-d65,1744,1792,2.04
bfd_p-d65,1791,1782,2.56
bfd_p-d65,1695,1747,1.6
bfd_p-d65,1721,1787,1.2
bfd_p-d65,1721,1726,0.59
bfd_p-d65,1721,1698,1.0
bfd_p-d65,1721,1750,0.98
bfd_p-d65,1877,1873,1.43
bfd_p-d65,1877,1892,1.69
bfd_p-d65,1891,1854,2.23
bfd_p-d65,2012,2074,2.38
bfd_p-d65,2075,2035,2.45
bfd_p-d65,2119,2001,3.38
bfd_p-d65,2119,2105,2.12
bfd_p-d65,192,180,1.03
bfd_p-d65,192,183,1.15
bfd_p-d65,182,190,0.76
bfd_p-d65,193,191,1.25
bfd_p-d65,193,200,0.89
bfd_p-d65,187,189,1.2
bfd_p-d65,187,181,0.6
bfd_p-d65,176,186,0.72
bfd_p-d65,154,174,2.29
bfd_p-d65,140,155,3.07
bfd_p-d65,140,175,2.25
bfd_p-d65,164,177,0.46
bfd_p-d65,242,222,1.52
bfd_p-d65,221,252,1.04
bfd_p-d65,242,250,1.27
bfd_p-d65,259,247,2.33
bfd_p-d65,263,219,1.71
bfd_p-d65,249,220,0.93
bfd_p-d65,589,617,1.74
bfd_p-d65,603,554,2.59
bfd_p-d65,615,560,2.68
bfd_p-d65,603,561,3.08
bfd_p-d65,562,597,1.28
bfd_p-d65,549,581,1.66
bfd_p-d65,549,569,2.4
bfd_p-d65,549,646,2.79
bfd_p-d65,549,602,2.6
bfd_p-d65,549,500,2.25
bfd_p-d65,549,514,2.82
bfd_p-d65,549,510,2.42
bfd_p-d65,549,593,1.76
bfd_p-d65,549,624,2.4
bfd_p-d65,549,525,3.66
bfd_p-d65,509,592,2.19
bfd_p-d65,626,526,2.95
bfd_p-d65,583,645,1.81
bfd_p-d65,545,535,0.92
bfd_p-d65,545,512,2.15
bfd_p-d65,604,625,2.28
bfd_p-d65,540,521,1.63
bfd_p-d65,523,553,1.82
bfd_p-d65,601,618,2.16
bfd_p-d65,529,522,1.36
bfd_p-d65,789,772,0.68
bfd_p-d65,789,780,1.52
bfd_p-d65,773,787,0.82
bfd_p-d65,807,896,1.33
bfd_p-d65,782,751,1.42
bfd_p-d65,1900,1976,2.08
bfd_p-d65,1975,1958,2.3
bfd_p-d65,1959,1967,1.37
bfd_p-d65,1901,1908,4.44
bfd_p-d65,1901,1986,3.17
bfd_p-d65,1901,2027,3.24
bfd_p-d65,1901,1974,2.45
bfd_p-d65,1915,1954,2.44
bfd_p-d65,1956,1922,1.36
bfd_p-d65,1915,1925,2.69
bfd_p-d65,1993,1923,1.87
bfd_p-d65,317,316,2.0
bfd_p-d65,315,313,1.71
bfd_p-d65,315,308,1.16
bfd_p-d65,262,276,0.86
bfd_p-d65,262,281,0.98
bfd_p-d65,282,272,0.99
bfd_p-d65,279,257,0.92
bfd_p-d65,279,227,1.34
bfd_p-d65,270,283,2.06
bfd_p-d65,2289,2274,2.27
bfd_p-d65,2289,2281,2.49
bfd_p-d65,2282,2297,2.07
bfd_p-d65,2273,2283,0.72
bfd_p-d65,2268,2279,0.54
bfd_p-d65,2268,2266,0.63
bfd_p-d65,2268,2248,1.94
bfd_p-d65,2267,2249,1.99
bfd_p-d65,1062,1116,1.31
bfd_p-d65,1062,921,1.2
bfd_p-d65,1115,1068,1.51
bfd_p-d65,1066,845,1.36
bfd_p-d65,991,1083,1.21
bfd_p-d65,1097,1063,1.39
bfd_p-d65,1058,908,1.36
bfd_p-d65,1685,1833,1.55
bfd_p-d65,1682,1621,0.9
bfd_p-d65,1599,1618,1.34
bfd_p-d65,1614,1687,3.3
bfd_p-d65,2044,1972,1.44
bfd_p-d65,2044,2029,1.79
bfd_p-d65,2044,2069,1.12
bfd_p-d65,2061,1991,1.62
bfd_p-d65,1992,1997,1.66
bfd_p-d65,1998,2068,1.82
bfd_p-d65,776,840,0.95
bfd_p-d65,839,796,0.81
bfd_p-d65,978,850,1.3
bfd_p-d65,791,858,1.79
bfd_p-d65,791,752,2.02
bfd_p-d65,791,793,0.55
bfd_p-d65,766,831,0.87
bfd_p-d65,552,550,1.0
bfd_p-d65,552,539,1.45
bfd_p-d65,552,566,0.89
bfd_p-d65,1598,1605,1.43
bfd_p-d65,1598,1567,0.96
bfd_p-d65,1606,1561,1.51
bfd_p-d65,2217,2233,2.99
bfd_p-d65,2182,2171,1.64
bfd_p-d65,2170,2144,2.49
bfd_p-d65,2137,2180,3.43
bfd_p-d65,2177,2168,2.04
bfd_p-d65,1131,1183,0.98
bfd_p-d65,1181,1103,1.16
bfd_p-d65,1122,1127,1.66
bfd_p-d65,1211,1100,1.78
bfd_p-d65,1130,1099,0.82
bfd_p-d65,37,49,2.0
bfd_p-d65,51,58,1.42
bfd_p-d65,37,56,1.65
bfd_p-d65,47,50,1.67
bfd_p-d65,52,45,1.44
bfd_p-d65,43,33,1.84
bfd_p-d65,32,41,2.02
bfd_p-d65,497,491,1.32
bfd_p-d65,492,462,1.12
bfd_p-d65,506,481,1.0
bfd_p-d65,463,505,1.22
bfd_p-d65,494,489,2.08
bfd_p-d65,457,504,1.28
bfd_p-d65,457,511,1.91
bfd_p-d65,2242,2172,3.4
bfd_p-d65,2206,2181,2.8
bfd_p-d65,2206,2202,2.5
bfd_p-d65,2206,2195,4.03
bfd_p-d65,1011,912,3.1
bfd_p-d65,1011,989,2.23
bfd_p-d65,1048,1105,2.59
bfd_p-d65,1048,1033,3.29
bfd_p-d65,694,688,2.16
bfd_p-d65,731,765,1.89
bfd_p-d65,700,723,1.67
bfd_p-d65,700,743,2.95
bfd_p-d65,2152,2186,2.32
bfd_p-d65,2091,2092,2.17
bfd_p-d65,1938,1996,3.9
bfd_p-d65,1938,2056,2.02
bfd_p-d65,1558,1553,1.48
bfd_p-d65,1552,1588,3.05
bfd_p-d65,1587,1559,3.84
bfd_p-d65,1709,1627,0.87
bfd_p-d65,1727,1778,2.1
bfd_p-d65,1694,1763,2.34
bfd_p-d65,833,1002,2.3
bfd_p-d65,817,823,1.95
bfd_p-d65,817,825,2.11
bfd_p-d65,104,90,1.64
bfd_p-d65,89,85,1.52
bfd_p-d65,104,84,2.19
bfd_p-d65,1159,1128,1.89
